SEMANA;PLANTA;GRUPO_VARIEDAD;ID_CALIBRE;KILOS_ESTIMADOS
202352;GF MALLOA;LA;LXJSPYZWBC;63916,51516
202352;GF MALLOA;LA;LXJSPZWBC;46247,62419
202352;GF MALLOA;LA;LXJSPWBCD;13030,47046
202352;GF MALLOA;LA;LXJSPYBCD;24736,44736
202352;GF MALLOA;LA;LXJSPZBCD;59926,57909
202352;GF MALLOA;LA;LXJSPYWBCD;37766,91782
202352;GF MALLOA;LA;LXJSPYZBCD;84663,02646
202352;GF MALLOA;LA;LXJSPYZWBCD;89483,12123
202352;GF MALLOA;LA;LXJSPZWBCD;64746,67387
202352;GF MALLOA;LA;LXJSPWBCDE;14891,96624
202352;GF MALLOA;LA;LXJSPYBCDE;28270,22556
202352;GF MALLOA;LA;LXJSPZBCDE;68487,51896
202352;GF MALLOA;LA;LXJSPYWBCDE;43162,1918
202352;GF MALLOA;LA;LXJSPYZBCDE;96757,74452
202352;GF MALLOA;LA;LXJSPYZWBCDE;102266,4243
202352;GF MALLOA;LA;LXJSPZWBCDE;73996,1987
202352;GF MALLOA;LA;LXJSPWCC;3722,99156
202352;GF MALLOA;LA;LXJSPYCC;7067,556389
202352;GF MALLOA;LA;LXJSPZCC;17121,87974
202352;GF MALLOA;LA;LXJSPYWCC;10790,54795
202352;GF MALLOA;LA;LXJSPYZCC;24189,43613
202352;GF MALLOA;LA;LXJSPYZWCC;25566,60607
202352;GF MALLOA;LA;LXJSPZWCC;18499,04968
202352;GF MALLOA;LA;LXJSPWCD;7445,983119
202352;GF MALLOA;LA;LXJSPYCD;14135,11278
202352;GF MALLOA;LA;LXJSPZCD;34243,75948
202352;GF MALLOA;LA;LXJSPYWCD;21581,0959
202352;GF MALLOA;LA;LXJSPYZCD;48378,87226
202352;GF MALLOA;LA;LXJSPYZWCD;51133,21213
202352;GF MALLOA;LA;LXJSPZWCD;36998,09935
202352;GF MALLOA;LA;LXJSPWCDE;9307,478899
202352;GF MALLOA;LA;LXJSPYCDE;17668,89097
202352;GF MALLOA;LA;LXJSPZCDE;42804,69935
202352;GF MALLOA;LA;LXJSPYWCDE;26976,36987
